filename,image,majority_subtype,majority_label,n_buildings,majority_share
hurricane-matthew_00000268_post_disaster.json,hurricane-matthew_00000268_post_disaster.png,minor-damage,1,10,0.5
hurricane-matthew_00000392_post_disaster.json,hurricane-matthew_00000392_post_disaster.png,destroyed,3,49,0.8571428571428571
hurricane-matthew_00000023_post_disaster.json,hurricane-matthew_00000023_post_disaster.png,minor-damage,1,124,0.5
hurricane-matthew_00000310_post_disaster.json,hurricane-matthew_00000310_post_disaster.png,destroyed,3,9,1.0
hurricane-matthew_00000278_post_disaster.json,hurricane-matthew_00000278_post_disaster.png,minor-damage,1,101,0.6633663366336634
hurricane-matthew_00000215_post_disaster.json,hurricane-matthew_00000215_post_disaster.png,destroyed,3,19,0.3684210526315789
hurricane-matthew_00000171_post_disaster.json,hurricane-matthew_00000171_post_disaster.png,destroyed,3,31,0.7419354838709677
hurricane-matthew_00000045_post_disaster.json,hurricane-matthew_00000045_post_disaster.png,minor-damage,1,128,0.8984375
hurricane-matthew_00000097_post_disaster.json,hurricane-matthew_00000097_post_disaster.png,minor-damage,1,99,0.8383838383838383
hurricane-matthew_00000120_post_disaster.json,hurricane-matthew_00000120_post_disaster.png,minor-damage,1,90,0.4
hurricane-matthew_00000219_post_disaster.json,hurricane-matthew_00000219_post_disaster.png,destroyed,3,6,0.6666666666666666
hurricane-matthew_00000289_post_disaster.json,hurricane-matthew_00000289_post_disaster.png,minor-damage,1,17,0.4117647058823529
hurricane-matthew_00000244_post_disaster.json,hurricane-matthew_00000244_post_disaster.png,destroyed,3,34,0.7647058823529411
hurricane-matthew_00000197_post_disaster.json,hurricane-matthew_00000197_post_disaster.png,destroyed,3,29,0.5172413793103449
hurricane-matthew_00000077_post_disaster.json,hurricane-matthew_00000077_post_disaster.png,minor-damage,1,57,0.5263157894736842
hurricane-matthew_00000009_post_disaster.json,hurricane-matthew_00000009_post_disaster.png,minor-damage,1,33,0.48484848484848486
hurricane-matthew_00000174_post_disaster.json,hurricane-matthew_00000174_post_disaster.png,destroyed,3,29,0.8275862068965517
hurricane-matthew_00000170_post_disaster.json,hurricane-matthew_00000170_post_disaster.png,destroyed,3,24,0.9166666666666666
hurricane-matthew_00000034_post_disaster.json,hurricane-matthew_00000034_post_disaster.png,minor-damage,1,19,0.5263157894736842
hurricane-matthew_00000314_post_disaster.json,hurricane-matthew_00000314_post_disaster.png,destroyed,3,13,0.5384615384615384
hurricane-matthew_00000145_post_disaster.json,hurricane-matthew_00000145_post_disaster.png,destroyed,3,37,0.4594594594594595
hurricane-matthew_00000052_post_disaster.json,hurricane-matthew_00000052_post_disaster.png,minor-damage,1,27,0.48148148148148145
hurricane-matthew_00000350_post_disaster.json,hurricane-matthew_00000350_post_disaster.png,no-damage,0,1,1.0
hurricane-matthew_00000110_post_disaster.json,hurricane-matthew_00000110_post_disaster.png,destroyed,3,16,0.625
hurricane-matthew_00000188_post_disaster.json,hurricane-matthew_00000188_post_disaster.png,minor-damage,1,7,0.7142857142857143
hurricane-matthew_00000090_post_disaster.json,hurricane-matthew_00000090_post_disaster.png,minor-damage,1,51,0.7843137254901961
hurricane-matthew_00000116_post_disaster.json,hurricane-matthew_00000116_post_disaster.png,major-damage,2,2,1.0
hurricane-matthew_00000305_post_disaster.json,hurricane-matthew_00000305_post_disaster.png,minor-damage,1,36,0.3888888888888889
hurricane-matthew_00000204_post_disaster.json,hurricane-matthew_00000204_post_disaster.png,destroyed,3,20,0.65
hurricane-matthew_00000125_post_disaster.json,hurricane-matthew_00000125_post_disaster.png,no-damage,0,139,0.4172661870503597
hurricane-matthew_00000167_post_disaster.json,hurricane-matthew_00000167_post_disaster.png,destroyed,3,25,0.6
hurricane-matthew_00000030_post_disaster.json,hurricane-matthew_00000030_post_disaster.png,no-damage,0,168,0.7976190476190477
hurricane-matthew_00000186_post_disaster.json,hurricane-matthew_00000186_post_disaster.png,destroyed,3,36,0.4444444444444444
hurricane-matthew_00000269_post_disaster.json,hurricane-matthew_00000269_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000190_post_disaster.json,hurricane-matthew_00000190_post_disaster.png,destroyed,3,10,0.5
hurricane-matthew_00000245_post_disaster.json,hurricane-matthew_00000245_post_disaster.png,destroyed,3,27,0.5925925925925926
hurricane-matthew_00000364_post_disaster.json,hurricane-matthew_00000364_post_disaster.png,no-damage,0,34,0.6764705882352942
hurricane-matthew_00000385_post_disaster.json,hurricane-matthew_00000385_post_disaster.png,destroyed,3,124,0.8709677419354839
hurricane-matthew_00000139_post_disaster.json,hurricane-matthew_00000139_post_disaster.png,no-damage,0,5,0.8
hurricane-matthew_00000241_post_disaster.json,hurricane-matthew_00000241_post_disaster.png,major-damage,2,10,0.4
hurricane-matthew_00000242_post_disaster.json,hurricane-matthew_00000242_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000205_post_disaster.json,hurricane-matthew_00000205_post_disaster.png,destroyed,3,24,0.7083333333333334
hurricane-matthew_00000400_post_disaster.json,hurricane-matthew_00000400_post_disaster.png,destroyed,3,70,0.7571428571428571
hurricane-matthew_00000152_post_disaster.json,hurricane-matthew_00000152_post_disaster.png,minor-damage,1,521,0.8867562380038387
hurricane-matthew_00000213_post_disaster.json,hurricane-matthew_00000213_post_disaster.png,destroyed,3,7,0.5714285714285714
hurricane-matthew_00000130_post_disaster.json,hurricane-matthew_00000130_post_disaster.png,no-damage,0,84,0.5595238095238095
hurricane-matthew_00000261_post_disaster.json,hurricane-matthew_00000261_post_disaster.png,minor-damage,1,12,0.4166666666666667
hurricane-matthew_00000169_post_disaster.json,hurricane-matthew_00000169_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000200_post_disaster.json,hurricane-matthew_00000200_post_disaster.png,destroyed,3,20,0.75
hurricane-matthew_00000133_post_disaster.json,hurricane-matthew_00000133_post_disaster.png,destroyed,3,50,0.64
hurricane-matthew_00000175_post_disaster.json,hurricane-matthew_00000175_post_disaster.png,destroyed,3,32,0.75
hurricane-matthew_00000251_post_disaster.json,hurricane-matthew_00000251_post_disaster.png,major-damage,2,39,0.717948717948718
hurricane-matthew_00000243_post_disaster.json,hurricane-matthew_00000243_post_disaster.png,destroyed,3,46,0.2391304347826087
hurricane-matthew_00000066_post_disaster.json,hurricane-matthew_00000066_post_disaster.png,minor-damage,1,210,0.8238095238095238
hurricane-matthew_00000044_post_disaster.json,hurricane-matthew_00000044_post_disaster.png,no-damage,0,273,0.5128205128205128
hurricane-matthew_00000331_post_disaster.json,hurricane-matthew_00000331_post_disaster.png,minor-damage,1,8,0.5
hurricane-matthew_00000332_post_disaster.json,hurricane-matthew_00000332_post_disaster.png,destroyed,3,4,0.75
hurricane-matthew_00000362_post_disaster.json,hurricane-matthew_00000362_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000221_post_disaster.json,hurricane-matthew_00000221_post_disaster.png,destroyed,3,23,0.43478260869565216
hurricane-matthew_00000051_post_disaster.json,hurricane-matthew_00000051_post_disaster.png,minor-damage,1,61,0.6885245901639344
hurricane-matthew_00000035_post_disaster.json,hurricane-matthew_00000035_post_disaster.png,minor-damage,1,69,0.4782608695652174
hurricane-matthew_00000293_post_disaster.json,hurricane-matthew_00000293_post_disaster.png,minor-damage,1,64,0.328125
hurricane-matthew_00000365_post_disaster.json,hurricane-matthew_00000365_post_disaster.png,no-damage,0,8,0.625
hurricane-matthew_00000376_post_disaster.json,hurricane-matthew_00000376_post_disaster.png,destroyed,3,28,0.75
hurricane-matthew_00000192_post_disaster.json,hurricane-matthew_00000192_post_disaster.png,destroyed,3,7,0.8571428571428571
hurricane-matthew_00000005_post_disaster.json,hurricane-matthew_00000005_post_disaster.png,minor-damage,1,71,0.6901408450704225
hurricane-matthew_00000092_post_disaster.json,hurricane-matthew_00000092_post_disaster.png,minor-damage,1,469,0.9616204690831557
hurricane-matthew_00000334_post_disaster.json,hurricane-matthew_00000334_post_disaster.png,destroyed,3,3,0.6666666666666666
hurricane-matthew_00000234_post_disaster.json,hurricane-matthew_00000234_post_disaster.png,destroyed,3,13,0.8461538461538461
hurricane-matthew_00000154_post_disaster.json,hurricane-matthew_00000154_post_disaster.png,destroyed,3,13,0.6153846153846154
hurricane-matthew_00000104_post_disaster.json,hurricane-matthew_00000104_post_disaster.png,minor-damage,1,319,0.8025078369905956
hurricane-matthew_00000379_post_disaster.json,hurricane-matthew_00000379_post_disaster.png,destroyed,3,8,0.5
hurricane-matthew_00000360_post_disaster.json,hurricane-matthew_00000360_post_disaster.png,no-damage,0,134,0.7985074626865671
hurricane-matthew_00000231_post_disaster.json,hurricane-matthew_00000231_post_disaster.png,destroyed,3,33,0.5151515151515151
hurricane-matthew_00000053_post_disaster.json,hurricane-matthew_00000053_post_disaster.png,no-damage,0,6,0.5
hurricane-matthew_00000016_post_disaster.json,hurricane-matthew_00000016_post_disaster.png,no-damage,0,49,0.673469387755102
hurricane-matthew_00000062_post_disaster.json,hurricane-matthew_00000062_post_disaster.png,minor-damage,1,40,0.475
hurricane-matthew_00000050_post_disaster.json,hurricane-matthew_00000050_post_disaster.png,no-damage,0,3,0.6666666666666666
hurricane-matthew_00000071_post_disaster.json,hurricane-matthew_00000071_post_disaster.png,minor-damage,1,134,0.6865671641791045
hurricane-matthew_00000398_post_disaster.json,hurricane-matthew_00000398_post_disaster.png,destroyed,3,39,0.48717948717948717
hurricane-matthew_00000185_post_disaster.json,hurricane-matthew_00000185_post_disaster.png,no-damage,0,49,0.2653061224489796
hurricane-matthew_00000372_post_disaster.json,hurricane-matthew_00000372_post_disaster.png,minor-damage,1,335,0.8328358208955224
hurricane-matthew_00000084_post_disaster.json,hurricane-matthew_00000084_post_disaster.png,minor-damage,1,64,0.953125
hurricane-matthew_00000295_post_disaster.json,hurricane-matthew_00000295_post_disaster.png,no-damage,0,6,0.8333333333333334
hurricane-matthew_00000328_post_disaster.json,hurricane-matthew_00000328_post_disaster.png,destroyed,3,31,0.7096774193548387
hurricane-matthew_00000134_post_disaster.json,hurricane-matthew_00000134_post_disaster.png,minor-damage,1,35,0.45714285714285713
hurricane-matthew_00000070_post_disaster.json,hurricane-matthew_00000070_post_disaster.png,minor-damage,1,3,0.3333333333333333
hurricane-matthew_00000237_post_disaster.json,hurricane-matthew_00000237_post_disaster.png,destroyed,3,31,0.45161290322580644
hurricane-matthew_00000137_post_disaster.json,hurricane-matthew_00000137_post_disaster.png,destroyed,3,4,0.75
hurricane-matthew_00000271_post_disaster.json,hurricane-matthew_00000271_post_disaster.png,destroyed,3,6,0.6666666666666666
hurricane-matthew_00000048_post_disaster.json,hurricane-matthew_00000048_post_disaster.png,minor-damage,1,71,0.7746478873239436
hurricane-matthew_00000252_post_disaster.json,hurricane-matthew_00000252_post_disaster.png,destroyed,3,15,0.4666666666666667
hurricane-matthew_00000301_post_disaster.json,hurricane-matthew_00000301_post_disaster.png,minor-damage,1,3,0.6666666666666666
hurricane-matthew_00000206_post_disaster.json,hurricane-matthew_00000206_post_disaster.png,destroyed,3,19,0.7894736842105263
hurricane-matthew_00000000_post_disaster.json,hurricane-matthew_00000000_post_disaster.png,minor-damage,1,105,0.9238095238095239
hurricane-matthew_00000002_post_disaster.json,hurricane-matthew_00000002_post_disaster.png,minor-damage,1,38,0.7105263157894737
hurricane-matthew_00000136_post_disaster.json,hurricane-matthew_00000136_post_disaster.png,no-damage,0,4,1.0
hurricane-matthew_00000078_post_disaster.json,hurricane-matthew_00000078_post_disaster.png,minor-damage,1,45,0.6888888888888889
hurricane-matthew_00000179_post_disaster.json,hurricane-matthew_00000179_post_disaster.png,destroyed,3,12,0.9166666666666666
hurricane-matthew_00000322_post_disaster.json,hurricane-matthew_00000322_post_disaster.png,destroyed,3,27,0.48148148148148145
hurricane-matthew_00000211_post_disaster.json,hurricane-matthew_00000211_post_disaster.png,destroyed,3,30,0.7333333333333333
hurricane-matthew_00000159_post_disaster.json,hurricane-matthew_00000159_post_disaster.png,major-damage,2,47,0.574468085106383
hurricane-matthew_00000153_post_disaster.json,hurricane-matthew_00000153_post_disaster.png,destroyed,3,41,0.5609756097560976
hurricane-matthew_00000256_post_disaster.json,hurricane-matthew_00000256_post_disaster.png,destroyed,3,22,0.36363636363636365
hurricane-matthew_00000172_post_disaster.json,hurricane-matthew_00000172_post_disaster.png,destroyed,3,3,1.0
hurricane-matthew_00000063_post_disaster.json,hurricane-matthew_00000063_post_disaster.png,minor-damage,1,14,0.6428571428571429
hurricane-matthew_00000401_post_disaster.json,hurricane-matthew_00000401_post_disaster.png,destroyed,3,84,0.9166666666666666
hurricane-matthew_00000099_post_disaster.json,hurricane-matthew_00000099_post_disaster.png,minor-damage,1,86,0.8837209302325582
hurricane-matthew_00000041_post_disaster.json,hurricane-matthew_00000041_post_disaster.png,minor-damage,1,39,0.6923076923076923
hurricane-matthew_00000381_post_disaster.json,hurricane-matthew_00000381_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000387_post_disaster.json,hurricane-matthew_00000387_post_disaster.png,destroyed,3,47,0.851063829787234
hurricane-matthew_00000056_post_disaster.json,hurricane-matthew_00000056_post_disaster.png,no-damage,0,13,0.6153846153846154
hurricane-matthew_00000014_post_disaster.json,hurricane-matthew_00000014_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000393_post_disaster.json,hurricane-matthew_00000393_post_disaster.png,destroyed,3,0,
hurricane-matthew_00000312_post_disaster.json,hurricane-matthew_00000312_post_disaster.png,destroyed,3,11,0.9090909090909091
